ranking,Korean_word,etymology,Japanese_meaning,memo,part_of_speech,hint,grade
2848,카페,,カフェ,,명,&프cafe,B
2273,칼,,ナイフ、包丁、刀,,명,베는 도구,A
,캐나다,,カナダ,,고,Canada,A
7134,캠퍼스,,キャンパス,,명,campus,B
886,커다랗다,,巨大だ,,형,,B
1510,커지다,,大きくなる,,동,,B
5987,커튼,,カーテン,,명,curtain,B
383,커피,,コーヒー,,명,coffee,A
282,컴퓨터,,コンピューター,,명,computer,A
1414,컵,,コップ,,명,cup,A
2427,켜다,,点ける,,동,성냥을 ~,A
4314,켜지다,,点く,,동,,B
1335,코,,鼻,,명,,A
10292,코끼리,,象,,명,,B
2428,코너,,コーナー,,명,corner,B
7939,코피,,鼻血,,명,,B
10293,콘서트,,コンサート,,명,concert,B
5567,콜라,,コーラ,,명,cola,A
2849,콤플렉스,,コンプレックス,,명,complex,B
2226,콩,,大豆,,명,,B
4027,콩나물,,大豆もやし,,명,,B
1054,크기,,大きさ,,명,,B
39,크다01,,大きい,,형,,A
2726,크다02,,大きくなる、成長する,,동,,A
10839,크리스마스,,クリスマス,,명,Christmas,A
8591,큰길,,大きな道,,명,,B
10294,큰소리,,大きな声,,명,,B
2245,큰일,,大変なこと,,명,중대한 일,B
1124,키,,背,,명,신장,A
980,키우다,,育てる,,동,,B
9823,킬로,,～キロ,,의,kilo,B
2784,킬로그램,,～キログラム,,의,kilogram,B
1997,킬로미터,,～キロメートル,,의,kilometer,B
260,타다,,乗る,,동,버스에 ~,A
2613,탑,,塔,,명,塔,B
6321,태권도,,テコンドー,蹴りを主体とする韓国の格闘技。,명,跆拳道,A
741,태도,,態度,,명,態度,B
1767,태양,,太陽,,명,太陽,B
684,태어나다,,生まれる,,동,,A
2910,태우다01,,燃やす,,동,쓰레기를 ~,B
4389,태우다02,,乗せる,,동,차에 ~,B
4748,태풍,,台風,,명,颱風,B
1824,택시,,タクシー,,명,taxi,A
2727,탤런트,,タレント,,명,talent,B
364,터,,～ところ,,의,,B
7136,터널,,トンネル,,명,tunnel,B
2563,터뜨리다,,割る、破裂させる,,동,,B
8250,터미널,,ターミナル,,명,terminal,B
3252,턱,,顎,,명,신체의 일부,B
3057,털,,毛,,명,,B
2701,털다,,払う,,동,,B
5157,테니스,,テニス,,명,tennis,A
8964,테스트,,テスト,,명,test,B
2639,테이블,,テーブル,,명,table,A
3093,테이프,,テープ,,명,tape,B
940,텔레비전,,テレビジョン,,명,television,A
4567,토끼,,兎,,명,,B
1912,토론,,討論,,명,討論,B
3505,토마토,,トマト,,명,tomato,B
2327,토요일,,土曜日,,명,土曜日,A
1286,톤,,トン,,의,ton,B
2814,통01,,容器、ケース,,명,桶,B
7138,통02,,～通[つう],,의,通,B
904,통신,,通信,,명,通信,B
645,통일,,統一,,명,統一,B
3611,통장,,通帳,,명,通帳,B
78,통하다,,通じる,,동,通-,B
5690,퇴근,,退社,仕事を終えて帰宅すること。,명,退勤,B
8968,퇴근하다,,退社する,仕事を終えて帰宅する。,동,退勤-,B
1145,특별,,特別,,명,特別,B
1693,특별하다,,特別だ,,형,特別-,B
2728,특별히,,特別に,,부,特別-,B
829,특징,,特徴,,명,特徵,B
192,특히,,特に,,부,特-,B
2948,튼튼하다,,しっかりしている,,형,,B
2122,틀다,,ひねる、（スイッチを）入れる,,동,,B
1837,틀리다,,間違っている,,동,답이 ~,B
1768,틀림없다,,間違いなし,,형,,B
971,티브이,,テレビ,,명,TV,A
9830,티셔츠,,Tシャツ,,명,T-shirts,B
664,팀,,チーム,,명,team,A
3447,파,,葱[ねぎ],,명,식물,B
1998,파도,,波,,명,波濤,B
12965,파란색,,青,,명,#NAME?,A
3506,파랗다,,青い,,형,,B
,파리01,,パリ,,고,Paris,B
5158,파리02,,蠅[はえ],,명,,B
3335,파일,,ファイル,,명,file,B
4849,파티,,パーティー,,명,party,A
1146,판단,,判断,,명,判斷,B
1280,판매,,販売,,명,販賣,B
3058,판매하다,,販売する,,동,販賣-,B
957,팔01,,腕,,명,신체의 일부,A
16291,팔02,,8,,수,八,A
657,팔다,,売る,,동,,A
3253,팔리다,,売れる,,동,,B
29719,팔십,,80,,수,八十,A
1527,팔월,,8月,,명,八月,A
5301,패션,,ファッション,,명,fashion,B
4317,팩,,パック,,명,pack,B
5992,팬01,,ファン,,명,애호가,B
2816,팬02,,パン,,명,pan,B
7407,팬티,,パンツ,男女を問わず下着のパンツを意味する。,명,panties,B
124,퍼센트,,パーセント,,의,percent,A
916,펴다,,伸ばす,,동,,B
942,편,,～篇,,의,篇,B
2300,편리하다,,便利だ,,형,便利-,B
2397,편안하다,,心地よい,身体的、心理的にストレスがなく、リラックスできる状態にあること。,형,便安-,B
952,편지,,手紙,,명,便紙,A
1449,편하다,,心地よい,身体的、心理的にストレスがなく、リラックスできる状態にあること。,형,便-,B
7409,편히,,心地よく,,부,便-,B
2169,펼쳐지다,,繰り広げられる,,동,,B
2785,평범하다,,平凡だ,,형,平凡-,B
2185,평생,,一生,,명,平生,B
1469,평소,,普段、平素,,명,平素,B
10314,평일,,平日,,명,平日,B
1373,평화,,平和,,명,平和,B
1501,포기하다,,諦める,,동,抛棄-,B
8603,포도,,ブドウ,,명,葡萄,A
4170,포도주,,葡萄酒,,명,葡萄酒,B
5159,포스터,,ポスター,,명,poster,B
4246,포장,,包むこと、包装,,명,包裝,B
2148,포함되다,,含まれる,,동,包含-,B
1128,포함하다,,含む,,동,包含-,B
1543,폭,,幅,,명,幅,B
2090,표,,チケット、切符,,명,票,A
4318,표시하다,,表示する,,동,表示-,B
396,표정,,表情,,명,表情,B
524,표현,,表現,,명,表現,B
730,표현하다,,表現する,,동,表現-,B
1227,푸르다,,青い,,형,,B
4478,푹,,ぐっすり,,부,,B
6157,풀01,,糊[のり],,명,~을 바르다,B
2539,풀02,,草,,명,~을 베다,B
558,풀다,,解く、放つ、解放する,,동,,B
1737,풀리다,,解ける、放たれる、解放される,,동,,B
2398,풍경,,風景,,명,風景,B
,프랑스,,フランス,,고,France,A
1769,프로01,,プロ,,명,professional,B
2786,프로02,,番組,「프로그램」の省略語。,명,program,B
356,프로그램,,番組,,명,program,B
5572,플라스틱,,プラスチック,,명,plastic,B
1811,피,,血,,명,~를 흘리다,B
2641,피곤하다,,疲れる,,형,疲困-,A
1770,피다,,咲く,,동,꽃이 ~,B
3135,피로,,疲労,,명,疲勞,B
8981,피로하다,,疲労する,,형,疲勞-,B
1194,피부,,皮膚,,명,皮膚,B
2984,피시,,コンピューター、PC,,명,PC,B
4572,피아노,,ピアノ,,명,piano,A
1239,피우다,,（タバコを）吸う,,동,,A
8264,피자,,ピザ,,명,&이pizza,A
6159,필름,,フィルム,,명,film,B
342,필요,,必要,,명,必要,A
251,필요하다,,必要だ、要る,,형,必要-,A
19748,필통,,筆箱,,명,筆筒,B
119,하나,,1,,수,,A
344,하늘,,空,,명,,A
2,하다,,する,,동,,A
361,하루,,一日,,명,,B
3898,하숙집,,下宿,,명,下宿-,B
57151,하얀색,,白,,명,#NAME?,B
1528,하얗다,,白い,,형,,B
2753,하여튼,,とにかく,,부,何如-,B
467,하지만,,でも、しかし,,부,,A
6928,하품,,あくび,,명,,B
3255,하하,,はは,笑い声。,부,,B
125,학교,,学校,,명,學校,A
2515,학기,,学期,,명,學期,B
512,학년,,学年、～年生,,명,學年,A
238,학생,,学生、生徒,日本語の「学生」は主に大学生を指すが、韓国語の「학생」は小学生から大学生までを指す。,명,學生,A
19755,학생증,,学生証,,명,學生證,B
2564,학습,,学習,,명,學習,B
3451,학원,,学習塾、教室、道場,学校以外の場所で何かを教えてくれる場所は全て「학원」という。勉強、スポーツ、美術、楽器、運転、資格試験などの「학원」がある。,명,學院,B
27,한,,一つの～,,관,,A
,한강,,漢江,韓国の首都、ソウルを東から西に流れる大きな川。,고,漢江,A
,한국,,韓国,,고,韓國,A
6930,한국말,,韓国語,,명,韓國-,A
2642,한국어,,韓国語,,명,韓國語,A
8267,한국적,,韓国的,,명,韓國的,B
1267,한글,,ハングル,,명,,A
2274,한꺼번에,,一緒に,,부,,B
2516,한동안,,ある程度の時間,,명,,B
1712,한두,,１，２個の,,관,,B
9855,한둘,,１，２,,,수,,B
,한라산,,漢拏山,済州島中央部に位置する火山。,고,漢拏山,B
382,한번,,（機会があるときに）一度,,명,#NAME?,A
2614,한복,,韓服,韓国の伝統的な衣装。,명,韓服,A
2227,한숨,,[溜息>ためいき],,명,~을 쉬다,B
2643,한자,,漢字,,명,漢字,A
5067,한잔,,一杯,,명,#NAME?,B
6507,한잔하다,,一杯やる,,동,­盞-,B
1511,한쪽,,1ページ,,명,,B
1612,한참,,けっこうな時間,,명,,B
635,한편,,一方,,부,#NAME?,B
536,할머니,,おばあさん,,명,,A
682,할아버지,,おじいさん,,명,,A
7958,할인,,割引,,명,割引,B
95,함께,,共に,,부,,A
2754,함부로,,むやみやたらと,,부,,B
6725,합격,,合格,,명,合格,B
2817,합치다,,合わせる,,동,合-,B
754,항상,,いつも、常に,,부,恒常,A
755,해01,,日[ひ]、太陽,,명,,A
1551,해02,,～年[とし],,의,,A
1968,해결,,解決,,명,解決,B
1147,해결하다,,解決する,,동,解決-,B
2540,해마다,,毎年、年ごとに,,부,,B
2911,해석,,解釈、翻訳,,명,解釋,B
1387,해외,,海外,,명,海外,B
9409,해외여행,,海外旅行,,명,海外旅行,B
10334,핸드폰,,携帯電話,,명,hand phone,A
6340,햄버거,,ハンバーガー,,명,hamburger,A
4751,햇볕,,太陽の温かみ,,명,,B
2949,햇빛,,太陽の光,,명,,B
2489,햇살,,太陽の光線,,명,,B
445,행동,,行動,,명,行動,B
2429,행동하다,,行動する,,동,行動-,B
1969,행복,,幸福,,명,幸福,B
1891,행복하다,,幸せだ、幸福だ,,형,幸福-,B
1138,행사,,行事,,명,行事,B
2755,향기,,香り,,명,香氣,B
4393,향수,,香水,,명,香水,B
419,향하다,,向かう,,동,向-,B
1082,허리,,腰,,명,,A
2882,허용하다,,許容する,,동,許容-,B
4956,헌,,古くてボロボロの,,관,,B
2228,헤어지다,,分かれる,,동,,B
2260,혀,,舌,,명,,B
4249,현관,,玄関,,명,玄關,B
2302,현금,,現金,,명,現金,B
553,현대,,現代,,명,現代,B
411,현재,,現在,,부,現在,B
2756,현지,,現地,,명,現地,B
702,형,,（男性から見た）兄,,명,兄,A
1318,형님,,兄貴,,명,兄-,B
3257,형부,,妻の姉の夫,,명,兄夫,B
2107,형제,,兄弟,,명,兄弟,B
1544,호,,～号,,의,號,A
2150,호랑이,,虎,,명,虎狼-,B
6166,호선,,～号線,,의,號線. 1~,B
4252,호수,,湖,,명,湖水,B
,호주,,オーストラリア,,고,濠洲,A
2460,호텔,,ホテル,,명,hotel,A
936,혹은,,もしくは,,부,或-,B
367,혼자,,一人,,명,,A
8626,홈페이지,,ホームページ,,명,homepage,B
15078,홍차,,紅茶,,명,紅茶,B
1714,화,,怒り,,명,~를 내다,A
3172,화가,,画家,,명,畵家,B
8998,화나다,,怒る,,동,火-,B
2108,화려하다,,派手だ,,형,華麗-,B
3340,화분,,植木鉢,,명,花盆,B
13987,화요일,,火曜日,,명,火曜日,A
1904,화장실,,トイレ,,명,化粧室,A
1936,화장품,,化粧品,,명,化粧品,B
2674,확대되다,,拡大される,,동,擴大-,B
2261,확대하다,,拡大する,,동,擴大-,B
1561,확실하다,,確実だ,,형,確實-,B
2399,확실히,,確実に,,부,確實-,B
2788,확인,,確認,,명,確認,B
905,확인하다,,確認する,,동,確認-,B
7153,환갑,,還暦,,명,還甲,B
281,환경,,環境,,명,環境,B
8282,환영,,歓迎,,명,歡迎,B
689,환자,,患者,,명,患者,A
309,활동,,活動,,명,活動,B
2615,활동하다,,活動する,,동,活動-,B
2304,활발하다,,活発だ,,형,活潑-,B
1746,활용하다,,活用する,,동,活用-,B
3022,회복하다,,回復する,,동,回復-,B
389,회사,,会社,,명,會社,A
3964,회색,,灰色,,명,灰色,B
1730,회원,,会員,,명,會員,B
537,회의,,会議,,명,會議,A
612,회장,,会長,,명,會長,B
5700,회화,,絵画,,명,繪畵,B
8633,횡단보도,,横断歩道,,명,橫斷步道,B
566,효과,,効果,,명,效果,B
149,후,,後,,명,後,A
2541,후배,,後輩,,명,後輩,B
2262,후춧가루,,胡椒の粉,,명,,B
5166,후회하다,,後悔する,,동,後悔-,B
966,훌륭하다,,素晴らしい,,형,,B
642,훨씬,,ずっと,,부,,B
2542,휴가,,休暇,,명,休暇,B
5070,휴일,,休日,,명,休日,A
6169,휴지,,トイレットペーパー、ティッシュペーパー,,명,休紙,A
10353,휴지통,,ゴミ箱,,명,休紙桶,A
459,흐르다,,流れる,,동,,B
5845,흐리다,,曇っている,,형,날이 ~,B
1234,흔들다,,揺れる,,동,,B
1004,흔히,,よく、一般的に,,부,,B
3023,흘러가다,,流れる、流れていく,,동,,B
2985,흘러나오다,,流れ出る、流れ出てくる,,동,,B
1308,흘리다,,流す、こぼす,,동,,B
1715,흙,,土,,명,,B
3024,흥미,,興味,,명,興味,B
1366,희다,,白い,,형,,B
1529,희망,,希望,,명,希望,B
1999,흰색,,白,,명,#NAME?,A
224,힘,,力,,명,,A
489,힘들다,,きつい、つらい,,형,,A
